Complaint Id,Randomized Officer Id,CCRB Substantiated Officer Disposition,Board Discipline Recommendation,Non-APU NYPD Penalty Report Date,Officer is_APU,APU CCRB Trial Recommended Penalty,APU Trial Commissioner Recommended Penalty,APU Plea Agreed Penalty,APU Case Status,APU Closing Date,NYPD Officer Penalty
201105180,12029,Substantiated (Command Discipline),,10/28/2012,No,,,,,,No penalty
201105180,57927,Substantiated (Command Discipline),,10/28/2012,No,,,,,,Instructions
201105208,53084,Substantiated (Charges),,10/28/2012,No,,,,,,No penalty
201105323,38513,Substantiated (Charges),,10/28/2012,No,,,,,,No penalty
201105391,45243,Substantiated (Charges),,10/28/2012,No,,,,,,Instructions
201105413,34441,Substantiated (Charges),,10/28/2012,No,,,,,,Command Discipline - B
201105413,74116,Substantiated (Charges),,10/28/2012,No,,,,,,No penalty
201105441,60599,Substantiated (Instructions),,10/28/2012,No,,,,,,No penalty
201105441,60645,Substantiated (Instructions),,10/28/2012,No,,,,,,No penalty
201105724,48620,Substantiated (Charges),,08/28/2012,No,,,,,,No penalty
201105724,78283,Substantiated (Charges),,08/28/2012,No,,,,,,No penalty
201105740,19373,Substantiated (Charges),,12/28/2013,No,,,,,,Vacation: 20 days
201105746,41061,Substantiated (Charges),,10/28/2012,No,,,,,,Command Discipline - B
201105746,54611,Substantiated (Charges),,10/28/2012,No,,,,,,Command Discipline - B
201105881,82107,Substantiated (Charges),,11/28/2012,No,,,,,,Command Discipline - B
201105951,27751,Substantiated (Command Discipline),,11/28/2012,No,,,,,,No penalty
201105951,68380,Substantiated (Command Discipline),,11/28/2012,No,,,,,,Instructions
201106011,21498,Substantiated (Command Discipline),,11/28/2012,No,,,,,,Command Discipline - B
201106072,9596,Substantiated (Command Discipline),,10/28/2012,No,,,,,,No penalty
201106122,30484,Substantiated (Charges),,07/28/2015,No,,,,,,Vacation: 40 days
201106217,43527,Substantiated (Charges),,09/28/2012,No,,,,,,No penalty
201106297,36491,Substantiated (Command Discipline),,11/28/2012,No,,,,,,Instructions
201106362,21631,Substantiated (Charges),,10/28/2012,No,,,,,,Instructions
201106429,52732,Substantiated (Charges),,11/28/2012,No,,,,,,No penalty
201106433,46008,Substantiated (Charges),,11/28/2012,No,,,,,,Command Discipline - B
201106433,79306,Substantiated (Charges),,11/28/2012,No,,,,,,Instructions
201106595,45810,Substantiated (Charges),,09/28/2012,No,,,,,,No penalty
201106739,37377,Substantiated (No Recommendations),,11/28/2012,No,,,,,,Instructions
201106779,11606,Substantiated (Charges),,,Yes,Forfeit vacation 15 days,,,Closed: Not guilty after trial,07/14/2017,
201106779,45304,Substantiated (Charges),,,Yes,,,,Closed: SOL Expired prior to APU,11/24/2012,No penalty
201106779,51371,Substantiated (Charges),,,Yes,,,,Closed: SOL Expired prior to APU,11/24/2012,No penalty
201106803,35743,Substantiated (Command Discipline),,11/28/2012,No,,,,,,Instructions
201106834,19829,Substantiated (Command Discipline),,02/28/2013,No,,,,,,No penalty
201106834,19852,Substantiated (Command Discipline),,02/28/2013,No,,,,,,No penalty
201106834,19971,Substantiated (Command Discipline),,02/28/2013,No,,,,,,No penalty
201106834,19982,Substantiated (Command Discipline),,02/28/2013,No,,,,,,No penalty
201106834,49262,Substantiated (Command Discipline),,02/28/2013,No,,,,,,No penalty
201106874,5024,Substantiated (Charges),,11/28/2012,No,,,,,,Instructions
201106874,59678,Substantiated (Charges),,11/28/2012,No,,,,,,Instructions
201106929,28241,Substantiated (Charges),,05/28/2013,No,,,,,,Vacation: 45 days
201107052,80897,Substantiated (Charges),,11/28/2012,No,,,,,,No penalty
201107063,37519,Substantiated (Charges),,11/28/2012,No,,,,,,No penalty
201107167,13276,Substantiated (Charges),,12/28/2012,No,,,,,,No penalty
201107167,41431,Substantiated (Charges),,12/28/2012,No,,,,,,No penalty
201107194,50811,Substantiated (Instructions),,03/28/2013,No,,,,,,No penalty
201107194,52120,Substantiated (Instructions),,03/28/2013,No,,,,,,No penalty
201107292,83958,Substantiated (Command Discipline),,12/28/2012,No,,,,,,Instructions
201107410,9422,Substantiated (Charges),,12/28/2012,No,,,,,,No penalty
201107410,52730,Substantiated (Charges),,12/28/2012,No,,,,,,No penalty
201107437,43816,Substantiated (Command Discipline),,12/28/2012,No,,,,,,Instructions
201107437,47037,Substantiated (Command Discipline),,12/28/2012,No,,,,,,No penalty
201107437,60739,Substantiated (Command Discipline),,12/28/2012,No,,,,,,Instructions
201107537,25686,Substantiated (Command Discipline),,12/28/2012,No,,,,,,Instructions
201107537,25713,Substantiated (Command Discipline),,12/28/2012,No,,,,,,No penalty
201107817,41806,Substantiated (Charges),,12/28/2012,No,,,,,,Instructions
201107817,47209,Substantiated (Charges),,12/28/2012,No,,,,,,Instructions
201107817,86307,Substantiated (Charges),,12/28/2012,No,,,,,,No penalty
201107870,50806,Substantiated (Charges),,12/28/2012,No,,,,,,Instructions
201107870,72391,Substantiated (Charges),,12/28/2012,No,,,,,,No penalty
201108046,59678,Substantiated (Charges),,12/28/2012,No,,,,,,Instructions
201108046,75491,Substantiated (Charges),,12/28/2012,No,,,,,,Instructions
201108049,40855,Substantiated (Command Discipline),,12/28/2012,No,,,,,,Instructions
201108049,57341,Substantiated (Command Discipline),,12/28/2012,No,,,,,,Instructions
201108063,11818,Substantiated (Charges),,12/28/2012,No,,,,,,Instructions
201108063,68175,Substantiated (Charges),,12/28/2012,No,,,,,,Instructions
201108090,85643,Substantiated (Command Discipline),,12/28/2012,No,,,,,,Command Discipline - B
201108108,11099,Substantiated (Charges),,05/28/2013,No,,,,,,No penalty
201108112,51854,Substantiated (Charges),,05/28/2013,No,,,,,,No penalty
201108164,60278,Substantiated (Charges),,10/28/2012,No,,,,,,No penalty
201108190,79291,Substantiated (Charges),,12/28/2012,No,,,,,,Instructions
201108246,1693,Substantiated (Charges),,12/28/2012,No,,,,,,Command Discipline - B
201108251,9996,Substantiated (Charges),,12/28/2012,No,,,,,,Instructions
201108251,13593,Substantiated (Charges),,12/28/2012,No,,,,,,Instructions
201108271,60868,Substantiated (Command Discipline),,12/28/2012,No,,,,,,Instructions
201108272,38434,Substantiated (Charges),,12/28/2012,No,,,,,,Command Discipline - B
201108272,59557,Substantiated (Charges),,12/28/2012,No,,,,,,Command Discipline - B
201108286,87068,Substantiated (Command Discipline),,12/28/2012,No,,,,,,
201108291,58375,Substantiated (Charges),,12/28/2012,No,,,,,,Command Discipline - B
201108343,23587,Substantiated (Charges),,12/28/2012,No,,,,,,No penalty
201108343,42398,Substantiated (Charges),,12/28/2012,No,,,,,,Suspension:
201108343,42399,Substantiated (Charges),,12/28/2012,No,,,,,,No penalty
201108412,61958,Substantiated (Charges),,12/28/2012,No,,,,,,No penalty
201108423,78719,Substantiated (Charges),,12/28/2012,No,,,,,,No penalty
201108564,11099,Substantiated (Charges),,12/28/2012,No,,,,,,No penalty
201108564,52103,Substantiated (Charges),,12/28/2012,No,,,,,,No penalty
201108564,60778,Substantiated (Charges),,12/28/2012,No,,,,,,Command Discipline - B
201108577,80426,Substantiated (Charges),,01/28/2013,No,,,,,,Instructions
201108660,30333,Substantiated (Charges),,02/28/2014,No,,,,,,No penalty
201108660,41401,Substantiated (Charges),,02/28/2014,No,,,,,,No penalty
201108723,34887,Substantiated (Instructions),,01/28/2013,No,,,,,,Instructions
201108725,33754,Substantiated (Charges),,01/28/2013,No,,,,,,No penalty
201108725,78217,Substantiated (Charges),,01/28/2013,No,,,,,,No penalty
201108796,33186,Substantiated (Command Discipline),,01/28/2013,No,,,,,,Instructions
201108810,54396,Substantiated (Command Discipline),,01/28/2013,No,,,,,,Command Discipline - B / Instructions
201108849,4897,Substantiated (Charges),,01/28/2013,No,,,,,,Instructions
201108957,73679,Substantiated (Charges),,01/28/2013,No,,,,,,No penalty
201109053,65543,Substantiated (Charges),,01/28/2013,No,,,,,,Instructions
201109074,32008,Substantiated (Command Discipline),,03/28/2013,No,,,,,,No penalty
201109074,44527,Substantiated (Command Discipline),,03/28/2013,No,,,,,,No penalty
201109091,12489,Substantiated (Charges),,08/28/2013,No,,,,,,Vacation: 12 days
201109155,38915,Substantiated (Charges),,02/28/2013,No,,,,,,No penalty
201109389,79019,Substantiated (Charges),,12/28/2012,No,,,,,,Command Discipline - B
201109407,14332,Substantiated (Charges),,01/28/2013,No,,,,,,Instructions
201109619,34911,Substantiated (Charges),,09/28/2013,No,,,,,,No penalty
201109663,70,Substantiated (Charges),,11/28/2012,No,,,,,,Command Discipline - B
201109810,10470,Substantiated (Charges),,01/28/2013,No,,,,,,Instructions
201109819,5651,Substantiated (Charges),,01/28/2013,No,,,,,,Retired
201110165,51318,Substantiated (Command Discipline),,01/28/2013,No,,,,,,Instructions
201110230,4822,Substantiated (Charges),,04/28/2016,No,,,,,,No penalty
201110297,86590,Substantiated (Charges),,02/28/2013,No,,,,,,No penalty
201110350,30584,Substantiated (Charges),,05/28/2013,No,,,,,,No penalty
201110387,48656,Substantiated (Instructions),,03/28/2013,No,,,,,,No penalty
201110498,42829,Substantiated (Charges),,,Yes,,,,Closed: SOL Expired prior to APU,05/01/2013,No penalty
201110512,51365,Substantiated (Charges),,01/28/2013,No,,,,,,Instructions
201110525,31992,Substantiated (Charges),,02/28/2013,No,,,,,,Command Discipline - B
201110584,6671,Substantiated (Charges),,04/28/2013,No,,,,,,No penalty
201110612,42498,Substantiated (Charges),,05/28/2013,No,,,,,,No penalty
201110612,44330,Substantiated (Charges),,05/28/2013,No,,,,,,No penalty
201110628,59478,Substantiated (Instructions),,02/28/2013,No,,,,,,No penalty
201110628,66245,Substantiated (Instructions),,02/28/2013,No,,,,,,No penalty
201110678,79019,Substantiated (Charges),,12/28/2012,No,,,,,,Command Discipline - B
201110738,4673,Substantiated (Charges),,02/28/2013,No,,,,,,Instructions
201110738,51066,Substantiated (Charges),,02/28/2013,No,,,,,,No penalty
201110762,44337,Substantiated (Charges),,01/28/2013,No,,,,,,No penalty
201110762,47279,Substantiated (Charges),,01/28/2013,No,,,,,,Instructions
201110762,52312,Substantiated (Charges),,01/28/2013,No,,,,,,No penalty
201110762,59623,Substantiated (Charges),,01/28/2013,No,,,,,,No penalty
201110964,47270,Substantiated (Charges),,01/28/2013,No,,,,,,Instructions
201110991,35180,Substantiated (Charges),,01/28/2013,No,,,,,,No penalty
201111076,19920,Substantiated (Command Discipline),,05/28/2013,No,,,,,,No penalty
201111076,36891,Substantiated (Command Discipline),,05/28/2013,No,,,,,,No penalty
201111158,59514,Substantiated (Charges),,07/28/2013,No,,,,,,Vacation: 20 days
201111179,19426,Substantiated (Command Discipline),,01/28/2013,No,,,,,,Instructions
201111179,46321,Substantiated (Command Discipline),,01/28/2013,No,,,,,,Instructions
201111236,35541,Substantiated (Charges),,01/28/2013,No,,,,,,Instructions
201111236,67086,Substantiated (Charges),,01/28/2013,No,,,,,,Instructions
201111384,29646,Substantiated (Command Discipline),,03/28/2013,No,,,,,,No penalty
201111384,51052,Substantiated (Command Discipline),,03/28/2013,No,,,,,,No penalty
201111384,60644,Substantiated (Command Discipline),,03/28/2013,No,,,,,,No penalty
201111674,2847,Substantiated (Instructions),,01/28/2013,No,,,,,,Instructions
201111680,42501,Substantiated (Command Discipline),,03/28/2015,No,,,,,,Command Level Instructions
201111795,6020,Substantiated (Charges),,02/28/2013,No,,,,,,Instructions
201111795,8534,Substantiated (Charges),,02/28/2013,No,,,,,,No penalty
201111853,59405,Substantiated (Instructions),,02/28/2013,No,,,,,,No penalty
201111900,4031,Substantiated (Command Discipline),,03/28/2013,No,,,,,,Instructions
201111900,36105,Substantiated (Command Discipline),,03/28/2013,No,,,,,,No penalty
201111988,25097,Substantiated (Charges),,03/28/2013,No,,,,,,Instructions
201111988,86520,Substantiated (Charges),,03/28/2013,No,,,,,,Instructions
201111996,19444,Substantiated (Command Discipline),,03/28/2013,No,,,,,,Instructions
201111996,37513,Substantiated (Command Discipline),,03/28/2013,No,,,,,,Instructions
201111996,52016,Substantiated (Command Discipline),,03/28/2013,No,,,,,,Instructions
201112020,32523,Substantiated (Charges),,05/28/2013,No,,,,,,No penalty
201112020,33344,Substantiated (Charges),,05/28/2013,No,,,,,,No penalty
201112197,42646,Substantiated (Instructions),,02/28/2013,No,,,,,,No penalty
201112309,34441,Substantiated (Charges),,09/28/2013,No,,,,,,No penalty
201112309,44796,Substantiated (Charges),,09/28/2013,No,,,,,,No penalty
201112326,87071,Substantiated (Charges),,03/28/2013,No,,,,,,Retired
201112326,87326,Substantiated (Charges),,03/28/2013,No,,,,,,Instructions
201112644,67753,Substantiated (Charges),,,Yes,,,,"Closed: Previously adjudicated, with discipline",01/22/2014,Command Discipline - B
201112726,10778,Substantiated (Charges),,03/28/2013,No,,,,,,Instructions
201112729,5726,Substantiated (Charges),,02/28/2013,No,,,,,,Instructions
201112737,16699,Substantiated (Charges),,03/28/2013,No,,,,,,No penalty
201112803,2084,Substantiated (Charges),,02/28/2013,No,,,,,,Instructions
201112840,25981,Substantiated (Command Discipline),,03/28/2013,No,,,,,,Instructions
201112914,9926,Substantiated (Charges),,,Yes,,,,Closed: SOL Expired prior to APU,04/02/2013,Instructions
201113004,13916,Substantiated (Command Discipline),,02/28/2013,No,,,,,,Instructions
201113215,2741,Substantiated (Command Discipline),,03/28/2013,No,,,,,,Instructions
201113215,71872,Substantiated (Command Discipline),,03/28/2013,No,,,,,,No penalty
201113425,9335,Substantiated (Charges),,02/28/2013,No,,,,,,Command Discipline - B
201113426,28618,Substantiated (Charges),,04/28/2013,No,,,,,,Command Discipline - B / Instructions
201113426,29134,Substantiated (Charges),,04/28/2013,No,,,,,,Command Discipline - B / Instructions
201113426,60855,Substantiated (Charges),,04/28/2013,No,,,,,,No penalty
201113426,60856,Substantiated (Charges),,04/28/2013,No,,,,,,Command Discipline - B / Instructions
201113437,47099,Substantiated (Charges),,02/28/2013,No,,,,,,Command Discipline - B
201113467,8086,Substantiated (Command Discipline),,02/28/2013,No,,,,,,Instructions
201113469,45146,Substantiated (Command Discipline),,02/28/2013,No,,,,,,Instructions
201113487,21383,Substantiated (Instructions),,02/28/2013,No,,,,,,Instructions
201113501,59376,Substantiated (Charges),,02/28/2013,No,,,,,,No penalty
201113536,56373,Substantiated (Command Discipline),,02/28/2013,No,,,,,,Instructions
201113557,46764,Substantiated (Charges),,05/28/2013,No,,,,,,No penalty
201113557,46920,Substantiated (Charges),,05/28/2013,No,,,,,,No penalty
201113574,5882,Substantiated (Charges),,03/28/2013,No,,,,,,Instructions
201113585,4602,Substantiated (Command Discipline),,03/28/2013,No,,,,,,No penalty
201113585,80616,Substantiated (Command Discipline),,03/28/2013,No,,,,,,No penalty
201113755,33410,Substantiated (Charges),,05/28/2013,No,,,,,,No penalty
201113755,33485,Substantiated (Charges),,05/28/2013,No,,,,,,No penalty
201113788,12750,Substantiated (Charges),,04/28/2013,No,,,,,,Instructions
201113788,34214,Substantiated (Charges),,04/28/2013,No,,,,,,No penalty
201113813,39151,Substantiated (Charges),,04/28/2013,No,,,,,,No penalty
201113813,41022,Substantiated (Charges),,04/28/2013,No,,,,,,No penalty
201113813,54272,Substantiated (Charges),,04/28/2013,No,,,,,,No penalty
201113929,34443,Substantiated (Charges),,05/28/2013,No,,,,,,No penalty
201113929,43783,Substantiated (Charges),,05/28/2013,No,,,,,,No penalty
201114058,1555,Substantiated (Charges),,10/28/2012,No,,,,,,Instructions
201114083,60156,Substantiated (Charges),,03/28/2013,No,,,,,,No penalty
201114083,73050,Substantiated (Charges),,03/28/2013,No,,,,,,No penalty
201114122,40999,Substantiated (Charges),,04/28/2013,No,,,,,,
201114122,59073,Substantiated (Charges),,03/28/2013,No,,,,,,No penalty
201114190,71852,Substantiated (Command Discipline),,08/28/2013,No,,,,,,No penalty
201114303,60306,Substantiated (Charges),,03/28/2013,No,,,,,,Instructions
201114321,43988,Substantiated (Charges),,08/28/2012,No,,,,,,No penalty
201114385,24433,Substantiated (Command Discipline),,02/28/2013,No,,,,,,No penalty
201114385,49840,Substantiated (Command Discipline),,02/28/2013,No,,,,,,No penalty
201114388,43831,Substantiated (Charges),,02/28/2013,No,,,,,,Instructions
201114388,55061,Substantiated (Charges),,02/28/2013,No,,,,,,Instructions
201114421,17529,Substantiated (Instructions),,04/28/2013,No,,,,,,Command Discipline - B
201114512,52418,Substantiated (Command Discipline),,03/28/2013,No,,,,,,Instructions
201114559,3910,Substantiated (Charges),,04/28/2013,No,,,,,,Command Discipline - B
201114577,36245,Substantiated (Charges),,06/28/2014,No,,,,,,Vacation: 3 days
201114577,36402,Substantiated (Charges),,04/28/2013,No,,,,,,Command Discipline - B
201114735,2081,Substantiated (Charges),,04/28/2014,No,,,,,,Command Discipline - B
201114758,34911,Substantiated (Charges),,,Yes,,,,Closed: SOL Expired in APU,05/09/2013,No penalty
201114758,46194,Substantiated (Charges),,,Yes,,,,Closed: SOL Expired in APU,05/09/2013,No penalty
201114779,21314,Substantiated (Charges),,02/28/2013,No,,,,,,No penalty
201114829,59682,Substantiated (Command Discipline),,05/28/2013,No,,,,,,Instructions
201114829,59873,Substantiated (Command Discipline),,05/28/2013,No,,,,,,No penalty
201114855,54446,Substantiated (Charges),,05/28/2013,No,,,,,,Command Discipline - B
201114924,22382,Substantiated (Charges),,04/28/2013,No,,,,,,Command Discipline - B
201114924,77102,Substantiated (Charges),,04/28/2013,No,,,,,,Command Discipline - B
201115221,46981,Substantiated (Charges),,,Yes,Forfeit vacation,,,Closed: Not guilty after trial,06/19/2015,
201115422,50720,Substantiated (Charges),,11/28/2012,No,,,,,,No penalty
201115422,56797,Substantiated (Command Discipline),,11/28/2012,No,,,,,,No penalty
201115457,69983,Substantiated (Charges),,,Yes,,,Forfeit vacation 15 days,Closed: Resolved by plea,06/10/2014,Forfeit vacation 15 days
201115548,5882,Substantiated (Charges),,03/28/2013,No,,,,,,Instructions
201115549,4346,Substantiated (Charges),,02/28/2013,No,,,,,,Instructions
201115552,42534,Substantiated (Command Discipline),,05/28/2013,No,,,,,,No penalty
201115573,6171,Substantiated (Charges),,04/28/2013,No,,,,,,No penalty
201115573,8121,Substantiated (Charges),,04/28/2013,No,,,,,,No penalty
201115573,42511,Substantiated (Charges),,04/28/2013,No,,,,,,No penalty
201115592,86293,Substantiated (Command Discipline),,05/28/2013,No,,,,,,Instructions
201115628,41155,Substantiated (Charges),,05/28/2013,No,,,,,,No penalty
201115628,53729,Substantiated (Charges),,05/28/2013,No,,,,,,No penalty
201115728,72827,Substantiated (Charges),,,Yes,Forfeit vacation 15 days,Forfeit vacation 15 days,,Closed: Guilty after trial,12/19/2014,Forfeit vacation 15 days
201115728,83506,Substantiated (Charges),,,Yes,Forfeit vacation 7 days,Forfeit vacation 7 days,,Closed: Guilty after trial,12/19/2014,Forfeit vacation 7 days
201115767,72765,Substantiated (Charges),,,Yes,Forfeit vacation 10 days,,,Closed: Not guilty after trial,04/03/2014,No penalty
201115853,10032,Substantiated (Charges),,05/28/2013,No,,,,,,No penalty
201115919,15280,Substantiated (Instructions),,05/28/2013,No,,,,,,No penalty
201115926,35013,Substantiated (Charges),,,Yes,Forfeit vacation 15 days,Forfeit vacation 5 days,,Closed: Guilty after trial,12/12/2014,Forfeit vacation 5 days
201115926,58852,Substantiated (Charges),,,Yes,Forfeit vacation 10 days,,,Closed: Not guilty after trial,12/12/2014,
201115947,27189,Substantiated (Charges),,,Yes,,,Instructions,"Closed: Plea set aside, Formalized Training",04/14/2016,Formalized Training
201116081,59118,Substantiated (Charges),,05/28/2013,No,,,,,,Command Discipline - B
201116089,36615,Substantiated (Charges),,05/28/2013,No,,,,,,No penalty
201116175,7501,Substantiated (Charges),,04/28/2013,No,,,,,,Instructions
201116175,45273,Substantiated (Charges),,04/28/2013,No,,,,,,Instructions
201116287,40904,Substantiated (Command Discipline),,03/28/2013,No,,,,,,Instructions
201116422,67552,Substantiated (Command Discipline),,06/28/2013,No,,,,,,Command Discipline - B
201116462,13111,Substantiated (Instructions),,06/28/2013,No,,,,,,No penalty
201116483,44586,Substantiated (Command Discipline),,06/28/2013,No,,,,,,No penalty
201116483,47484,Substantiated (Command Discipline),,06/28/2013,No,,,,,,No penalty
201116526,23741,Substantiated (Charges),,,Yes,Forfeit vacation 15 days,Forfeit vacation 8 days,,Closed: Guilty after trial,06/17/2014,Vacation: 8 days
201116557,7595,Substantiated (Instructions),,05/28/2013,No,,,,,,Command Discipline - B
201116562,34999,Substantiated (Charges),,05/28/2013,No,,,,,,Instructions
201116562,51997,Substantiated (Charges),,05/28/2013,No,,,,,,Instructions
201116562,67883,Substantiated (Charges),,05/28/2013,No,,,,,,Instructions
201116594,55450,Substantiated (Command Discipline),,03/28/2013,No,,,,,,Instructions
201116594,57601,Substantiated (Command Discipline),,03/28/2013,No,,,,,,No penalty
201116609,86304,Substantiated (Command Discipline),,05/28/2013,No,,,,,,Command Discipline - B
201116641,7,Substantiated (Charges),,,Yes,Forfeit vacation 10 days,,,Closed: Not guilty after trial,12/11/2014,
201116641,60859,Substantiated (Charges),,,Yes,Forfeit vacation 8 days,Forfeit vacation 4 days,,Closed: Guilty after trial,12/11/2014,Forfeit vacation 4 days
201200035,50830,Substantiated (Charges),,,Yes,Forfeit vacation 10 days,Forfeit vacation 10 days,,"Closed: Trial verdict reversed by PC, Final verdict Not Guilty",04/15/2016,
201200035,70087,Substantiated (Charges),,,Yes,Forfeit vacation 5 days,,,"Closed: Trial verdict reversed by PC, Final verdict Guilty",04/15/2016,Reprimand
201200035,70816,Substantiated (Charges),,,Yes,Forfeit vacation 5 days,,,Closed: Not guilty after trial,04/15/2016,
201200144,78873,Substantiated (Charges),,06/28/2013,No,,,,,,No penalty
201200220,45259,Substantiated (Command Discipline),,06/28/2013,No,,,,,,Instructions
201200220,61324,Substantiated (Command Discipline),,06/28/2013,No,,,,,,No penalty
201200223,33035,Substantiated (Command Discipline),,05/28/2013,No,,,,,,Instructions
201200232,43440,Substantiated (Charges),,06/28/2013,No,,,,,,Command Discipline - B
201200232,51456,Substantiated (Charges),,06/28/2013,No,,,,,,Instructions
201200276,4031,Substantiated (Charges),,,Yes,Forfeit vacation 5 days,,,Closed: Not guilty after trial,02/22/2016,
201200276,7544,Substantiated (Charges),,,Yes,Forfeit vacation 5 days,,,Closed: Not guilty after trial,02/22/2016,
201200308,12171,Substantiated (Charges),,,Yes,,,Forfeit vacation 10 days,"Closed: Plea set aside, Comm. Disc. B",08/26/2014,Forfeit vacation 3 days
201200308,36438,Substantiated (Charges),,,Yes,,,Forfeit vacation 10 days,"Closed: Plea set aside, Comm. Disc. B",08/26/2014,Forfeit vacation 5 days
201200310,16004,Substantiated (Command Discipline),,05/28/2013,No,,,,,,Command Discipline - B
201200405,25097,Substantiated (Charges),,05/28/2013,No,,,,,,Command Discipline - B
201200405,86520,Substantiated (Charges),,05/28/2013,No,,,,,,Command Discipline - B
201200442,9205,Substantiated (Charges),,,Yes,,,Forfeit vacation 3 days,"Closed: Plea set aside, Comm. Disc. B",08/26/2014,Command Discipline B
201200442,9860,Substantiated (Charges),,,Yes,,,Forfeit vacation 3 days,"Closed: Plea set aside, Comm. Disc. B",08/26/2014,Command Discipline B
201200442,12353,Substantiated (Charges),,,Yes,,,,Closed: Dismissed by APU,06/17/2014,No penalty
201200526,41370,Substantiated (Command Discipline),,07/28/2013,No,,,,,,Instructions
201200526,55510,Substantiated (Command Discipline),,07/28/2013,No,,,,,,Instructions
201200559,18194,Substantiated (Command Discipline),,06/28/2013,No,,,,,,No penalty
201200585,4904,Substantiated (Charges),,06/28/2013,No,,,,,,Command Discipline - B
201200601,87067,Substantiated (Command Discipline),,06/28/2013,No,,,,,,Instructions
201200605,86130,Substantiated (Command Discipline),,06/28/2013,No,,,,,,No penalty
201200639,67516,Substantiated (Charges),,05/28/2013,No,,,,,,Instructions
201200640,2711,Substantiated (Command Discipline),,06/28/2013,No,,,,,,No penalty
201200640,65658,Substantiated (Command Discipline),,06/28/2013,No,,,,,,No penalty
201200670,50831,Substantiated (Command Discipline),,06/28/2013,No,,,,,,Instructions
201200783,57527,Substantiated (Charges),,06/28/2013,No,,,,,,No penalty
201200805,52196,Substantiated (Charges),,,Yes,,,,Closed: SOL Expired prior to APU,07/11/2013,No penalty
201200816,5024,Substantiated (Charges),,,Yes,,,Instructions,Closed: Resolved by plea,03/26/2015,Instructions
201200816,78965,Substantiated (Charges),,,Yes,,,Instructions,Closed: Resolved by plea,03/26/2015,Instructions
201200818,17568,Substantiated (Charges),,,Yes,Forfeit vacation 10 days,,,Closed: Not guilty after trial,02/26/2015,
201200818,39480,Substantiated (Charges),,,Yes,Forfeit vacation 7 days,,,Closed: Not guilty after trial,02/26/2015,
201200825,78990,Substantiated (Charges),,,Yes,,,Forfeit vacation 8 days,Closed: Resolved by plea,05/20/2014,Instructions
201200857,78955,Substantiated (Charges),,,Yes,Forfeit vacation 8 days,,,Closed: Not guilty after trial,11/10/2014,No penalty
201200857,78975,Substantiated (Charges),,,Yes,Forfeit vacation 8 days,,,Closed: Not guilty after trial,11/10/2014,No penalty
201200903,51952,Substantiated (Charges),,06/28/2013,No,,,,,,Instructions
201200925,35972,Substantiated (Command Discipline),,06/28/2013,No,,,,,,Instructions
201200925,53233,Substantiated (Command Discipline),,06/28/2013,No,,,,,,Instructions
201200928,14436,Substantiated (Charges),,07/28/2012,No,,,,,,No penalty
201200928,39175,Substantiated (Charges),,07/28/2012,No,,,,,,No penalty
201200928,64661,Substantiated (Charges),,07/28/2012,No,,,,,,No penalty
201201008,59625,Substantiated (Charges),,,Yes,,,Forfeit vacation 10 days,Closed: Resolved by plea,02/10/2014,Instructions
201201008,59873,Substantiated (Charges),,,Yes,,,,Closed: Dismissed by APU,03/19/2014,No penalty
201201037,50643,Substantiated (Charges),,06/28/2013,No,,,,,,Command Discipline - B
201201037,56615,Substantiated (Charges),,06/28/2013,No,,,,,,Instructions
201201071,26984,Substantiated (Charges),,,Yes,Forfeit vacation 7 days,Forfeit vacation 3 days,,Closed: Guilty after trial,01/26/2015,Forfeit vacation 3 days
201201071,41217,Substantiated (Charges),,,Yes,Forfeit vacation 20 days,,,Closed: Not guilty after trial,01/26/2015,
201201071,74146,Substantiated (Charges),,,Yes,,,Forfeit vacation 1 days,Closed: Resolved by plea,12/12/2014,Forfeit vacation 1 days
201201095,52249,Substantiated (Charges),,,Yes,Forfeit vacation 8 days,Forfeit vacation 5 days,,Closed: Guilty after trial,02/19/2015,Forfeit vacation 3 days
201201095,87215,Substantiated (Charges),,,Yes,Forfeit vacation 8 days,Forfeit vacation 5 days,,Closed: Guilty after trial,02/09/2015,Forfeit vacation 3 days
201201240,1760,Substantiated (Command Discipline),,06/28/2013,No,,,,,,Command Discipline - B
201201306,17654,Substantiated (Charges),,,Yes,Forfeit vacation 10 days,Forfeit vacation 5 days,,Closed: Guilty after trial,01/23/2015,Forfeit vacation 5 days
201201331,47574,Substantiated (Instructions),,05/28/2013,No,,,,,,
201201331,69488,Substantiated (Instructions),,05/28/2013,No,,,,,,No penalty
201201341,78161,Substantiated (Charges),,,Yes,,,Instructions,"Closed: Plea set aside, Formalized Training",04/14/2016,Formalized Training
201201436,22043,Substantiated (Command Discipline),,06/28/2013,No,,,,,,Instructions
201201436,22058,Substantiated (Command Discipline),,06/28/2013,No,,,,,,Command Discipline - B
201201475,39196,Substantiated (Command Discipline),,06/28/2013,No,,,,,,No penalty
201201580,47176,Substantiated (Charges),,07/28/2013,No,,,,,,Instructions
201201649,22040,Substantiated (Charges),,07/28/2013,No,,,,,,Command Discipline - B
201201670,73057,Substantiated (Charges),,,Yes,,,Forfeit vacation 2 days,Closed: Resolved by plea,06/17/2015,Forfeit vacation 2 days
201201686,53069,Substantiated (Charges),,,Yes,Forfeit vacation 7 days,,,Closed: Not guilty after trial,01/30/2015,
